Subscription date;Subscription prices;Product category;Product name;Region;Country;City;Domain name
19/04/2018;10000;Product Analytics;Cross-Session;Asia;Japan;Sapporo;Services financiers et bancaires
15/08/2011;5000;Product Analytics;User Segments;North America;Canada;Montreal;Automobile et transport
31/03/2019;10000;Product Analytics;User Segments;Asia;China;Shanghai;Services professionnels (conseil, comptabilité, juridique)
26/01/2012;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Los Angeles;Sports et loisirs
25/11/2014;500;Key Capabilities;Mobile App Analytics;Asia;Saudi Arabia;Medina;Médias et divertissement
07/07/2008;5000;Digital Experience Monitoring;Speed Analysis;North America;Jamaica;Montego Bay;Télécommunications
14/03/2017;1000;Digital Experience Monitoring;Speed Analysis;North America;United States;New York City;Services financiers et bancaires
23/03/2024;5000;Digital Experience Monitoring;Error Analysis;Asia;China;Guangzhou;Commerce de détail et e-commerce
24/09/2022;10000;Product Analytics;Cross-Session;North America;Cuba;Havana;Automobile et transport
01/12/2023;5000;Key Capabilities;Impact Quantification;Asia;South Korea;Seoul;Télécommunications
08/09/2017;1000;Key Capabilities;Session Replay;North America;Mexico;Monterrey;Automobile et transport
12/08/2021;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Montreal;Éducation et formation
18/10/2008;1000;Product Analytics;User Segments;Europe;Spain;Zaragoza;Éducation et formation
07/08/2015;2000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;India;Mumbai;Santé et soins de santé
24/06/2016;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;Liverpool;Tourisme et voyage
28/09/2022;1000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;Liverpool;Tourisme et voyage
29/07/2011;1000;Digital Experience Analytics;Zone-Based Heatmaps;South America;Argentina;Rosario;Médias et divertissement
31/03/2012;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Médias et divertissement
08/03/2024;10000;Product Analytics;User Segments;Europe;Germany;Hamburg;Commerce de détail et e-commerce
12/07/2016;2000;Key Capabilities;Mobile App Analytics;Asia;South Korea;Seoul;Services professionnels (conseil, comptabilité, juridique)
11/02/2010;10000;Digital Experience Analytics;Journey Analysis;Asia;Saudi Arabia;Dammam;Sports et loisirs
31/05/2023;500;Product Analytics;Retention Analytics;North America;United States;New York City;Commerce de détail et e-commerce
30/04/2012;1000;Product Analytics;User Segments;Europe;France;Toulouse;Tourisme et voyage
14/10/2015;10000;Product Analytics;Retention Analytics;Asia;Japan;Osaka;Santé et soins de santé
18/10/2012;5000;Digital Experience Analytics;Journey Analysis;Africa;Egypt;Suez;Tourisme et voyage
02/09/2011;5000;Digital Experience Analytics;Journey Analysis;Europe;Germany;Cologne;Commerce de détail et e-commerce
08/02/2011;1000;Product Analytics;Retention Analytics;North America;United States;Los Angeles;Télécommunications
21/04/2019;2000;Key Capabilities;Mobile App Analytics;North America;Mexico;Mexico City;Services professionnels (conseil, comptabilité, juridique)
27/01/2021;10000;Digital Experience Analytics;Journey Analysis;South America;Brazil;Brasília;Commerce de détail et e-commerce
26/01/2013;1000;Product Analytics;User Segments;North America;United States;Chicago;Tourisme et voyage
04/12/2008;10000;Key Capabilities;Mobile App Analytics;South America;Chile;Antofagasta;Sports et loisirs
06/03/2011;5000;Digital Experience Analytics;Journey Analysis;Europe;United Kingdom;Manchester;Automobile et transport
08/03/2014;1000;Product Analytics;User Segments;Europe;Italy;Rome;Télécommunications
17/07/2016;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Phoenix;Tourisme et voyage
03/10/2009;500;Product Analytics;Cross-Session;Europe;Germany;Frankfurt;Santé et soins de santé
29/10/2008;2000;Product Analytics;User Segments;North America;United States;Chicago;Santé et soins de santé
22/02/2020;2000;Product Analytics;Cross-Session;North America;United States;Houston;Sports et loisirs
15/05/2013;5000;Product Analytics;Retention Analytics;Europe;United Kingdom;Manchester;Sports et loisirs
27/06/2008;2000;Digital Experience Monitoring;Speed Analysis;Asia;South Korea;Seoul;Éducation et formation
21/03/2013;1000;Product Analytics;User Segments;North America;Canada;Ottawa;Sports et loisirs
07/08/2012;500;Digital Experience Monitoring;Error Analysis;North America;United States;Los Angeles;Santé et soins de santé
18/12/2019;500;Digital Experience Monitoring;Speed Analysis;South America;Colombia;Bogotá;Éducation et formation
21/09/2011;1000;Product Analytics;User Segments;South America;Brazil;Rio de Janeiro;Santé et soins de santé
31/01/2017;1000;Digital Experience Monitoring;Speed Analysis;Europe;Germany;Munich;Santé et soins de santé
10/12/2017;5000;Digital Experience Analytics;Journey Analysis;Europe;Spain;Zaragoza;Services financiers et bancaires
02/05/2019;10000;Product Analytics;Retention Analytics;North America;United States;Phoenix;Tourisme et voyage
25/10/2022;2000;Key Capabilities;Mobile App Analytics;Europe;Germany;Cologne;Éducation et formation
11/08/2014;500;Digital Experience Analytics;Zone-Based Heatmaps;Asia;China;Shanghai;Médias et divertissement
21/03/2012;10000;Key Capabilities;Mobile App Analytics;North America;United States;Houston;Tourisme et voyage
22/12/2022;5000;Product Analytics;Cross-Session;Europe;Italy;Milan;Commerce de détail et e-commerce
29/04/2008;5000;Product Analytics;User Segments;North America;United States;Los Angeles;Tourisme et voyage
06/08/2022;500;Digital Experience Monitoring;Speed Analysis;North America;Mexico;Guadalajara;Éducation et formation
16/03/2021;2000;Digital Experience Monitoring;Error Analysis;Europe;United Kingdom;London;Éducation et formation
22/10/2008;10000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Médias et divertissement
17/03/2014;1000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;China;Shanghai;Tourisme et voyage
20/05/2009;5000;Digital Experience Analytics;Merchandising;Asia;South Korea;Daejeon;Tourisme et voyage
25/06/2019;10000;Digital Experience Monitoring;Speed Analysis;North America;Jamaica;Portmore;Automobile et transport
07/12/2010;5000;Digital Experience Analytics;Journey Analysis;North America;Canada;Vancouver;Santé et soins de santé
07/12/2009;2000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Busan;Services financiers et bancaires
27/08/2023;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Calgary;Services financiers et bancaires
08/07/2018;2000;Product Analytics;Retention Analytics;South America;Colombia;Bogotá;Tourisme et voyage
06/04/2022;5000;Key Capabilities;Session Replay;Asia;China;Beijing;Tourisme et voyage
29/08/2013;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Vancouver;Éducation et formation
03/07/2018;10000;Product Analytics;User Segments;Europe;Spain;Zaragoza;Services financiers et bancaires
19/01/2022;2000;Product Analytics;User Segments;North America;United States;New York City;Commerce de détail et e-commerce
17/08/2015;1000;Product Analytics;Retention Analytics;Asia;India;Chennai;Télécommunications
07/04/2013;1000;Digital Experience Monitoring;Speed Analysis;North America;Jamaica;Kingston;Sports et loisirs
16/09/2021;10000;Digital Experience Analytics;Journey Analysis;North America;Canada;Vancouver;Commerce de détail et e-commerce
05/04/2020;5000;Key Capabilities;Session Replay;South America;Brazil;São Paulo;Services financiers et bancaires
26/02/2009;5000;Key Capabilities;Impact Quantification;North America;United States;Los Angeles;Services professionnels (conseil, comptabilité, juridique)
17/03/2014;5000;Product Analytics;Cross-Session;Europe;Spain;Zaragoza;Éducation et formation
29/05/2021;1000;Product Analytics;Cross-Session;North America;United States;New York City;Services professionnels (conseil, comptabilité, juridique)
07/08/2019;2000;Product Analytics;User Segments;South America;Brazil;Salvador;Santé et soins de santé
08/09/2018;500;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;Liverpool;Services financiers et bancaires
23/11/2018;1000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;India;Bangalore;Services professionnels (conseil, comptabilité, juridique)
25/09/2019;500;Digital Experience Monitoring;Speed Analysis;Europe;Germany;Cologne;Télécommunications
03/08/2012;2000;Product Analytics;User Segments;North America;Jamaica;Portmore;Éducation et formation
24/05/2020;5000;Digital Experience Analytics;Journey Analysis;South America;Brazil;Rio de Janeiro;Santé et soins de santé
26/08/2011;500;Product Analytics;Cross-Session;North America;United States;Chicago;Services financiers et bancaires
31/07/2010;1000;Digital Experience Monitoring;Frustration Scoring;Africa;Nigeria;Ibadan;Automobile et transport
31/10/2009;500;Product Analytics;User Segments;Asia;South Korea;Incheon;Commerce de détail et e-commerce
09/10/2018;500;Product Analytics;Retention Analytics;Europe;United Kingdom;Manchester;Automobile et transport
05/08/2017;10000;Product Analytics;Retention Analytics;Europe;United Kingdom;London;Éducation et formation
06/11/2010;10000;Product Analytics;User Segments;North America;United States;Phoenix;Santé et soins de santé
04/04/2016;10000;Product Analytics;Retention Analytics;Africa;Egypt;Alexandria;Tourisme et voyage
11/10/2015;5000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Seoul;Sports et loisirs
12/04/2013;10000;Digital Experience Monitoring;Error Analysis;Asia;South Korea;Daejeon;Services financiers et bancaires
10/11/2011;2000;Digital Experience Monitoring;Speed Analysis;Europe;France;Paris;Services professionnels (conseil, comptabilité, juridique)
04/10/2011;1000;Product Analytics;User Segments;South America;Argentina;Rosario;Automobile et transport
21/08/2018;10000;Key Capabilities;Mobile App Analytics;North America;Canada;Vancouver;Tourisme et voyage
12/01/2013;10000;Digital Experience Analytics;Journey Analysis;Asia;China;Shanghai;Automobile et transport
07/06/2018;2000;Product Analytics;Retention Analytics;North America;Mexico;Guadalajara;Tourisme et voyage
03/06/2014;10000;Digital Experience Analytics;Zone-Based Heatmaps;Africa;Egypt;Port Said;Éducation et formation
12/12/2014;500;Key Capabilities;Session Replay;North America;United States;Phoenix;Services financiers et bancaires
23/01/2011;10000;Digital Experience Analytics;Merchandising;Europe;Italy;Milan;Services financiers et bancaires
04/12/2011;2000;Product Analytics;User Segments;Europe;United Kingdom;Birmingham;Éducation et formation
04/01/2017;2000;Digital Experience Monitoring;Frustration Scoring;North America;United States;Phoenix;Sports et loisirs
21/12/2013;500;Key Capabilities;Impact Quantification;Europe;Spain;Seville;Sports et loisirs
29/05/2017;2000;Digital Experience Monitoring;Error Analysis;Europe;Italy;Naples;Santé et soins de santé
11/10/2014;5000;Product Analytics;Cross-Session;North America;United States;Houston;Automobile et transport
16/02/2014;10000;Product Analytics;Retention Analytics;North America;Canada;Ottawa;Services professionnels (conseil, comptabilité, juridique)
02/12/2014;10000;Product Analytics;User Segments;North America;Canada;Toronto;Télécommunications
28/06/2013;500;Digital Experience Analytics;Zone-Based Heatmaps;Africa;Kenya;Kisumu;Services professionnels (conseil, comptabilité, juridique)
18/07/2023;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Ottawa;Santé et soins de santé
18/06/2022;2000;Digital Experience Analytics;Journey Analysis;Europe;France;Lyon;Commerce de détail et e-commerce
23/12/2022;10000;Key Capabilities;Mobile App Analytics;Europe;Germany;Munich;Services financiers et bancaires
09/08/2016;5000;Key Capabilities;Session Replay;North America;Canada;Calgary;Services professionnels (conseil, comptabilité, juridique)
09/03/2024;500;Product Analytics;Cross-Session;Europe;United Kingdom;Birmingham;Santé et soins de santé
29/07/2022;1000;Product Analytics;User Segments;South America;Chile;Viña del Mar;Services professionnels (conseil, comptabilité, juridique)
04/11/2017;500;Digital Experience Analytics;Journey Analysis;Europe;Germany;Hamburg;Éducation et formation
30/06/2020;1000;Product Analytics;Retention Analytics;Africa;Nigeria;Kaduna;Services financiers et bancaires
24/10/2012;1000;Digital Experience Analytics;Journey Analysis;Europe;United Kingdom;Glasgow;Tourisme et voyage
01/10/2012;1000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;Japan;Sapporo;Médias et divertissement
26/07/2012;5000;Digital Experience Monitoring;Frustration Scoring;Europe;France;Marseille;Sports et loisirs
04/08/2013;500;Digital Experience Analytics;Zone-Based Heatmaps;Africa;South Africa;Pretoria;Éducation et formation
22/06/2009;1000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Germany;Cologne;Commerce de détail et e-commerce
02/01/2014;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;New York City;Automobile et transport
15/07/2018;10000;Product Analytics;User Segments;Asia;China;Shanghai;Services professionnels (conseil, comptabilité, juridique)
24/04/2021;5000;Product Analytics;Cross-Session;Europe;United Kingdom;Manchester;Santé et soins de santé
05/09/2010;500;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;Liverpool;Services professionnels (conseil, comptabilité, juridique)
11/03/2016;5000;Product Analytics;User Segments;Europe;Italy;Turin;Services financiers et bancaires
28/03/2015;1000;Product Analytics;Retention Analytics;Asia;India;Bangalore;Automobile et transport
03/02/2024;500;Digital Experience Monitoring;Speed Analysis;North America;United States;Chicago;Services financiers et bancaires
16/06/2023;10000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Mexico;Tijuana;Services professionnels (conseil, comptabilité, juridique)
09/09/2008;1000;Key Capabilities;Impact Quantification;North America;Canada;Montreal;Tourisme et voyage
08/03/2015;1000;Key Capabilities;Session Replay;Asia;India;Bangalore;Médias et divertissement
24/01/2013;1000;Product Analytics;Cross-Session;Europe;United Kingdom;Glasgow;Tourisme et voyage
